REFFABRICANTE;TITULO;CODIGOINTERNO;EAN/UPC;CODFAMILIA;TITULOFAMILIA;CODSUBFAMILIA;TITULOSUBFAMILIA;CODFABRICANTE;NOMFABRICANTE;PRECIO;STOCK;PESO;PROXIMA_LLEGADA;CICLOVIDA;PLAZOENTREGA;CANONLPI;PRECIOSINCANON;
TANZ0701v5;Tech Air TANZ0701V5  mochila portátil 15.6negro;AAOABT0573;5060369673197;AO;Accesorios Portátil;ABT;Bolsas Transporte;04030;Tech Air;14.4300000000;2;0.2000000000;26/01/2018;;0.0000000000;0.0000000000;14.4300000000;
TANZ0109v3;Tech Air TANZ0109v3  maletín para portátil 18.4;AAOABT0574;5060369673685;AO;Accesorios Portátil;ABT;Bolsas Transporte;04030;Tech Air;14.8000000000;4;0.3000000000;;;0.0000000000;0.0000000000;14.8000000000;
409550016;Gabol Mochila 11.6 Gris Master;AAOABT0579;8425126173070;AO;Accesorios Portátil;ABT;Bolsas Transporte;60169;GaBOL;20.7000000000;0;1.0000000000;31/12/2019;;0.0000000000;0.0000000000;20.7000000000;
409610016;Gabol Maletin 15.6/Tablet 10 Gris Baltic;AAOABT0580;8425126172899;AO;Accesorios Portátil;ABT;Bolsas Transporte;60169;GaBOL;20.9900000000;0;1.0000000000;31/12/2019;;0.0000000000;0.0000000000;20.9900000000;
409620016;Gabol Maletin 15.6/Tablet 12.9 Gris Baltic;AAOABT0581;8425126172905;AO;Accesorios Portátil;ABT;Bolsas Transporte;60169;GaBOL;22.9900000000;0;1.0000000000;31/12/2019;;0.0000000000;0.0000000000;22.9900000000;
409650016;Gabol Mochila 15.6/ Tablet 10 Gris Batic;AAOABT0582;8425126172950;AO;Accesorios Portátil;ABT;Bolsas Transporte;60169;GaBOL;22.6000000000;0;0.9000000000;31/12/2019;;0.0000000000;0.0000000000;22.6000000000;
GINGERRED;NGS MALETIN PORTATIL 15.6 CON BOLSILLO EXT.ROJO;AAOABT0584;8435430610062;AO;Accesorios Portátil;ABT;Bolsas Transporte;01040;NGS;6.2000000000;0;0.3650000000;31/12/2019;;0.0000000000;0.0000000000;6.2000000000;
GINGERBLUE;NGS MALETIN PORTATIL 15.6 CON BOLSILLO EXT.AZUL;AAOABT0585;8435430610048;AO;Accesorios Portátil;ABT;Bolsas Transporte;01040;NGS;6.2000000000;2;0.3650000000;31/12/2019;Novedad;0.0000000000;0.0000000000;6.2000000000;
LL-9964;L-Link Mochila  portatil de 15.6 LL-9964;AAOABT0586;8436531366803;AO;Accesorios Portátil;ABT;Bolsas Transporte;04177;L-Link;11.7000000000;9;0.6200000000;;Ultimas unidades;0.0000000000;0.0000000000;11.7000000000;
LL-9920;L-Link Mochila  portatil de 15.6 LL-9920;AAOABT0587;8436531366834;AO;Accesorios Portátil;ABT;Bolsas Transporte;04177;L-Link;16.9900000000;19;0.6000000000;;;0.0000000000;0.0000000000;16.9900000000;
LL-9989;L-Link Maletin/ Mochila portatil de 15.6 LL-9989;AAOABT0588;8436531366827;AO;Accesorios Portátil;ABT;Bolsas Transporte;04177;L-Link;14.3000000000;1;0.5200000000;;Ultimas unidades;0.0000000000;0.0000000000;14.3000000000;
409755;Gabol Mochila 15.6 Marron Civic;AAOABT0589;8425126178990;AO;Accesorios Portátil;ABT;Bolsas Transporte;60169;GaBOL;33.6900000000;4;1.2000000000;25/01/2018;;0.0000000000;0.0000000000;33.6900000000;
VOLAP001;La Volatil Funda Portatil 13 Estrellas;AAOABT0590;8436557687524;AO;Accesorios Portátil;ABT;Bolsas Transporte;04271;LA VOLATIL;15.9300000000;7;0.1250000000;;;0.0000000000;0.0000000000;15.9300000000;
MRLAP002;MR Wonderful Funda Portatil 13.3 Para Rato;AAOABT0591;8436557681522;AO;Accesorios Portátil;ABT;Bolsas Transporte;04270;MR WONDERFUL;15.9300000000;9;0.1250000000;;;0.0000000000;0.0000000000;15.9300000000;
MRLAP001;MR Wonderful Funda Portatil 13.3 Surfing;AAOABT0592;8436557681515;AO;Accesorios Portátil;ABT;Bolsas Transporte;04270;MR WONDERFUL;17.3700000000;6;0.1250000000;;;0.0000000000;0.0000000000;17.3700000000;
VALAP001;Vamvam Funda Portatil 13 Serpiente Verde;AAOABT0593;8436557681768;AO;Accesorios Portátil;ABT;Bolsas Transporte;04269;VAMVAM;15.9300000000;4;0.1250000000;;;0.0000000000;0.0000000000;15.9300000000;
VALAP004;Vamvam Funda Portatil 13.3 Cereza;AAOABT0594;8436557684448;AO;Accesorios Portátil;ABT;Bolsas Transporte;04269;VAMVAM;15.9300000000;5;0.1250000000;;;0.0000000000;0.0000000000;15.9300000000;
VALAP003;Vamvam Funda Portatil 13.3 Pocket;AAOABT0595;8436557681782;AO;Accesorios Portátil;ABT;Bolsas Transporte;04269;VAMVAM;15.9300000000;3;0.1250000000;26/01/2018;;0.0000000000;0.0000000000;15.9300000000;
VALAP005;Vamvam Funda Portatil 15.6 Cereza;AAOABT0597;8436557684547;AO;Accesorios Portátil;ABT;Bolsas Transporte;04269;VAMVAM;17.7000000000;2;0.1250000000;26/01/2018;;0.0000000000;0.0000000000;17.7000000000;
w-90w;NGS CARGADOR Universal Automatico W-90W;AAOACR0072;8436001311227;AO;Accesorios Portátil;ACR;Cargador para Portátil;01040;NGS;16.5000000000;58;0.5250000000;;;0.0000000000;0.0000000000;16.5000000000;
ALIM90C;3GO Adaptador  portatil 90w para casa y coche;AAOACR0107;8436531552480;AO;Accesorios Portátil;ACR;Cargador para Portátil;60043;3GO;14.9900000000;14;0.5600000000;20/01/2018;;0.0000000000;0.0000000000;14.9900000000;
LL-AC-ADAPTER 70W;L-Link Cargador Portatil 70w para pared;AAOACR0119;8436531363703;AO;Accesorios Portátil;ACR;Cargador para Portátil;04177;L-Link;12.2900000000;35;0.4800000000;;;0.0000000000;0.0000000000;12.2900000000;
EW3966;EWENT EW3966 Cargador Portátil 90W Autom.;AAOACR0130;8032958188037;AO;Accesorios Portátil;ACR;Cargador para Portátil;04193;Ewent;14.3000000000;52;0.5750000000;24/01/2018;;0.0000000000;0.0000000000;14.3000000000;
BM-AD06;B-Move BM-AD06 Cargador Portátiles Netbooks 45W;AAOACR0135;8436532161308;AO;Accesorios Portátil;ACR;Cargador para Portátil;04192;B-Move;10.4000000000;37;0.3250000000;;;0.0000000000;0.0000000000;10.4000000000;
5ORISAUTO50;Tacens Cargad.Portát.ORIS Automát. 50W 8 Conector.;AAOACR0137;4713105960006;AO;Accesorios Portátil;ACR;Cargador para Portátil;04080;Tacens;13.2900000000;20;0.3350000000;;;0.0000000000;0.0000000000;13.2900000000;
5ORISAUTO100;Tacens Cargad.Portát.ORIS Automát. 100W 12 Conect.;AAOACR0138;4713105960013;AO;Accesorios Portátil;ACR;Cargador para Portátil;04080;Tacens;19.9600000000;17;0.5200000000;;;0.0000000000;0.0000000000;19.9600000000;
5ORISDUALPRO120;Tacens Cargad.Portát.ORIS PRO 120W 12 Conect.;AAOACR0139;4713105960020;AO;Accesorios Portátil;ACR;Cargador para Portátil;04080;Tacens;24.2000000000;13;0.5050000000;;;0.0000000000;0.0000000000;24.2000000000;
ANBP100;Tacens Cargad.Portát.ANIMA 100W 8Conector.;AAOACR0147;4713105960105;AO;Accesorios Portátil;ACR;Cargador para Portátil;04080;Tacens;12.6800000000;33;0.3350000000;;;0.0000000000;0.0000000000;12.6800000000;
LL-AC-ADAPTER-100W-A;L-Link Cargador Portatil 100W Automatico;AAOACR0161;8436531366339;AO;Accesorios Portátil;ACR;Cargador para Portátil;04177;L-Link;12.9900000000;16;0.5000000000;;;0.0000000000;0.0000000000;12.9900000000;
BOLT;NGS BOLT CARGADOR PARA PORTATIL 90W;AAOACR0163;8435430604986;AO;Accesorios Portátil;ACR;Cargador para Portátil;01040;NGS;11.5000000000;44;0.5050000000;31/12/2019;;0.0000000000;0.0000000000;11.5000000000;
IGG314159;iggual Cargador Port Autom 70W + USB + 10 Clavijas;AAOACR0172;8435364314159;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;11.7500000000;100;0.5000000000;;;0.0000000000;0.0000000000;11.7500000000;
IGG314142;iggual Cargador Port Autom 90W + 8 Clavijas;AAOACR0173;8435364314142;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;10.5900000000;100;0.5000000000;;;0.0000000000;0.0000000000;10.5900000000;
IGG314135;iggual Cargador Port Autom 90W + USB + 10 Clavijas;AAOACR0174;8435364314135;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;13.9500000000;100;0.5000000000;;;0.0000000000;0.0000000000;13.9500000000;
IGG314357;iggual Cargador Port Autom 90W Slim + USB + 10 Cla;AAOACR0175;8435364314357;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;15.6500000000;100;0.5000000000;;;0.0000000000;0.0000000000;15.6500000000;
IGG314128;iggual Cargador Port Autom 100W + USB + 10 Clav;AAOACR0176;8435364314128;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;12.6500000000;100;0.5000000000;;;0.0000000000;0.0000000000;12.6500000000;
ALIM90AS;3GO  Adaptador portatil 90w Slim Automáico;AAOACR0178;8436531558475;AO;Accesorios Portátil;ACR;Cargador para Portátil;60043;3GO;17.9900000000;26;0.2750000000;;;0.0000000000;0.0000000000;17.9900000000;
APPA01;approx APPA01 Adaptador portatil 90w  HP 7.4*5mm;AAOACR0179;8435099522188;AO;Accesorios Portátil;ACR;Cargador para Portátil;01360;approx!;9.3900000000;12;0.3200000000;;;0.0000000000;0.0000000000;9.3900000000;
APPA03;approx APPA03 Adaptador 65w  ACER 5.5*1.7mm;AAOACR0181;8435099522201;AO;Accesorios Portátil;ACR;Cargador para Portátil;01360;approx!;7.9900000000;14;0.3200000000;;;0.0000000000;0.0000000000;7.9900000000;
APPA08;approx APPA08 Adaptador portatil 90w  HP 4.8*1.7mm;AAOACR0186;8435099522256;AO;Accesorios Portátil;ACR;Cargador para Portátil;01360;approx!;9.1500000000;14;0.3200000000;;;0.0000000000;0.0000000000;9.1500000000;
APPA09;approx APPA09 Adaptador 65w TOSHIBA  5.5*2.5mm;AAOACR0187;8435099522263;AO;Accesorios Portátil;ACR;Cargador para Portátil;01360;approx!;8.0000000000;7;0.3200000000;;;0.0000000000;0.0000000000;8.0000000000;
APPUA100BRCP;approx APPUA100BRCP Adaptador Automat. 100w + Car;AAOACR0188;8435099522553;AO;Accesorios Portátil;ACR;Cargador para Portátil;01360;approx!;20.6000000000;3;0.8800000000;30/01/2018;;0.0000000000;0.0000000000;20.6000000000;
APPUA40BR;approx APPUA40BR Adaptador Automat. 40W;AAOACR0189;8435099522560;AO;Accesorios Portátil;ACR;Cargador para Portátil;01360;approx!;12.2000000000;11;0.4000000000;;;0.0000000000;0.0000000000;12.2000000000;
APPUA90BRS;approx! APPUA90BRS Cargador de portatil 90 Watios;AAOACR0190;8435099522676;AO;Accesorios Portátil;ACR;Cargador para Portátil;01360;approx!;19.6900000000;16;0.1000000000;;;0.0000000000;0.0000000000;19.6900000000;
APPUAAPT;approx APPUAAPT Adaptador  McBook Conector Typ T;AAOACR0193;8435099522874;AO;Accesorios Portátil;ACR;Cargador para Portátil;01360;approx!;25.7900000000;22;0.3080000000;;;0.0000000000;0.0000000000;25.7900000000;
IGG315538;iggual Cargador Port Autom 90W Slim USB3 + 10 Cla;AAOACR0195;8435364315538;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;18.3500000000;100;0.5000000000;;Novedad;0.0000000000;0.0000000000;18.3500000000;
IGG315521;iggual Cargador Específico Toshiba 90W 5.5*2.5mm;AAOACR0196;8435364315521;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;8.9900000000;100;0.4000000000;;Novedad;0.0000000000;0.0000000000;8.9900000000;
IGG315514;iggual Cargador Específico Toshiba 65W 5.5*2.5mm;AAOACR0197;8435364315514;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;7.6500000000;100;0.4000000000;;Novedad;0.0000000000;0.0000000000;7.6500000000;
IGG315507;iggual Cargador Específico HP 90W 7.4*5.0mm;AAOACR0198;8435364315507;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;8.9900000000;100;0.4000000000;;Novedad;0.0000000000;0.0000000000;8.9900000000;
IGG315491;iggual Cargador Específico HP 90W 4.8*1.7mm;AAOACR0199;8435364315491;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;8.9900000000;100;0.4000000000;;Novedad;0.0000000000;0.0000000000;8.9900000000;
IGG315484;iggual Cargador Específico HP 65W 4.8*1.7mm;AAOACR0200;8435364315484;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;7.6500000000;100;0.4000000000;;Novedad;0.0000000000;0.0000000000;7.6500000000;
IGG315477;iggual Cargador Específico Acer 90W 5.5*1.7mm;AAOACR0201;8435364315477;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;8.9900000000;100;0.4000000000;;Novedad;0.0000000000;0.0000000000;8.9900000000;
IGG315460;iggual Cargador Específico Acer 65W 5.5*1.7mm;AAOACR0202;8435364315460;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;7.6500000000;100;0.4000000000;;Novedad;0.0000000000;0.0000000000;7.6500000000;
IGG315453;iggual Cargador Específico Samsung 90W 5.5*3.0mm;AAOACR0203;8435364315453;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;8.9900000000;100;0.4000000000;;Novedad;0.0000000000;0.0000000000;8.9900000000;
IGG315446;iggual Cargador Específico Sony 90W 6.5*4.4mm;AAOACR0204;8435364315446;AO;Accesorios Portátil;ACR;Cargador para Portátil;60001;iggual;8.9900000000;100;0.4000000000;;Novedad;0.0000000000;0.0000000000;8.9900000000;
APPUA90BRV4;approx! APPUA90BRv4 Adap. Autom. 90w 10 Tips;AAOACR0205;8435099522829;AO;Accesorios Portátil;ACR;Cargador para Portátil;01360;approx!;17.5000000000;82;0.1000000000;;;0.0000000000;0.0000000000;17.5000000000;
APPUA90BRLITE2;approx APPUA90BRLITE2 Adap. Autom. 90w 8 Tips;AAOACR0206;8435099522805;AO;Accesorios Portátil;ACR;Cargador para Portátil;01360;approx!;11.9900000000;100;0.2000000000;;;0.0000000000;0.0000000000;11.9900000000;
VOMAC001;La Volatil Carcasa MacBook Air 13 Café;AAOAFC0001;8436557682277;AO;Accesorios Portátil;AFC;Fundas y Carcasas para portátil;04271;LA VOLATIL;20.6600000000;4;0.1250000000;;;0.0000000000;0.0000000000;20.6600000000;
MRMAC001;MR Wonderful Carcasa MacBook Air 13 Friut;AAOAFC0002;8436557682680;AO;Accesorios Portátil;AFC;Fundas y Carcasas para portátil;04270;MR WONDERFUL;20.6600000000;3;0.1250000000;;;0.0000000000;0.0000000000;20.6600000000;
MRMAC002;MR Wonderful Carcasa MacBook Air 13 Planets;AAOAFC0003;8436557682826;AO;Accesorios Portátil;AFC;Fundas y Carcasas para portátil;04270;MR WONDERFUL;20.6600000000;5;0.1250000000;;;0.0000000000;0.0000000000;20.6600000000;
VOMAC002;La Volatil Carcasa MacBook Pro 13 Café;AAOAFC0004;8436557682840;AO;Accesorios Portátil;AFC;Fundas y Carcasas para portátil;04271;LA VOLATIL;20.6600000000;3;0.1250000000;;;0.0000000000;0.0000000000;20.6600000000;
MRMAC003;MR Wonderful Carcasa MacBook Pro 13 Fruit;AAOAFC0005;8436557682697;AO;Accesorios Portátil;AFC;Fundas y Carcasas para portátil;04270;MR WONDERFUL;20.6600000000;5;0.1250000000;;;0.0000000000;0.0000000000;20.6600000000;
MRMAC004;MR Wonderful Carcasa MacBook Pro 13 Planets;AAOAFC0006;8436557682833;AO;Accesorios Portátil;AFC;Fundas y Carcasas para portátil;04270;MR WONDERFUL;20.6600000000;3;0.1250000000;;;0.0000000000;0.0000000000;20.6600000000;
4ABACUS;Tacens Soporte y Refrg. para portátil Abacus;AAOARE0044;4710700951323;AO;Accesorios Portátil;ARE;Refrigeración para Portátil;04080;Tacens;13.8500000000;22;1.2350000000;;;0.0000000000;0.0000000000;13.8500000000;
BM-NBA03;B-Move BM-NBA03 Refrigerador portatil  9-17;AAOARE0063;8436532161544;AO;Accesorios Portátil;ARE;Refrigeración para Portátil;04192;B-Move;6.5500000000;18;0.7700000000;;;0.0000000000;0.0000000000;6.5500000000;
NXKAZE;NOX  Refrigerador portatil 9-17  NXKAZE;AAOARE0064;8436532171413;AO;Accesorios Portátil;ARE;Refrigeración para Portátil;04191;NOX;9.2000000000;24;1.0550000000;;;0.0000000000;0.0000000000;9.2000000000;
ANBC1;Tacens Soporte y Refrg.para portátil 9-15.4 Anima;AAOARE0092;4713105961027;AO;Accesorios Portátil;ARE;Refrigeración para Portátil;04080;Tacens;3.4900000000;29;0.4300000000;;;0.0000000000;0.0000000000;3.4900000000;
ANBC2;Tacens Soporte y Refrg.para portátil 9-17 Anima;AAOARE0093;4713105961034;AO;Accesorios Portátil;ARE;Refrigeración para Portátil;04080;Tacens;6.7400000000;9;0.9100000000;;;0.0000000000;0.0000000000;6.7400000000;
APPNBC06B;approx APPNBC06B Refrigerador portatil 15.4 Negro;AAOARE0113;8435099518181;AO;Accesorios Portátil;ARE;Refrigeración para Portátil;01360;approx!;6.4000000000;7;0.5000000000;23/01/2018;;0.0000000000;0.0000000000;6.4000000000;
EW1256;EWENT EW1256 Refigerador  Portatil 17;AAOARE0118;8032958189973;AO;Accesorios Portátil;ARE;Refrigeración para Portátil;04193;Ewent;5.6500000000;32;0.1000000000;;;0.0000000000;0.0000000000;5.6500000000;
OMNCP6F;OMEGA SOPORTE Y REFRIGERACION PORTATIL COOLWAVE 6;AAOARE0119;5907595412506;AO;Accesorios Portátil;ARE;Refrigeración para Portátil;04162;Omega;14.8500000000;10;1.0590000000;;;0.0000000000;0.0000000000;14.8500000000;
EW1258;EWENT EW1258 Soporte Ventilador Portatil 17+2 USB;AAOARE0122;8032958189997;AO;Accesorios Portátil;ARE;Refrigeración para Portátil;04193;Ewent;6.5500000000;69;0.1000000000;;;0.0000000000;0.0000000000;6.5500000000;
MNBC2;Tacens Mars Gaming Refrig. Portátil MNBC2;AAOARE0123;4713105961089;AO;Accesorios Portátil;ARE;Refrigeración para Portátil;04080;Tacens;11.9900000000;7;0.6000000000;;;0.0000000000;0.0000000000;11.9900000000;
EW1259;EWENT EW1259 Refrigerador 17 + 2 puertos USB;AAOARE0124;8054392611162;AO;Accesorios Portátil;ARE;Refrigeración para Portátil;04193;Ewent;13.2500000000;98;0.5000000000;;;0.0000000000;0.0000000000;13.2500000000;
GCX-400;Ngs GCX-400  Soporte de 17 con 5 ventiladores;AAOARE0125;8435430609417;AO;Accesorios Portátil;ARE;Refrigeración para Portátil;01040;NGS;16.9900000000;4;0.9400000000;;;0.0000000000;0.0000000000;16.9900000000;
STARBUST;Ngs Cargador de pared con salida USB para tablets;AAOATI0145;8436001313153;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;01040;NGS;5.2000000000;18;0.1150000000;;;0.0000000000;0.0000000000;5.2000000000;
CRANE;Ngs Soporte tablets de 7-10 para coche;AAOATI0148;8436001312736;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;01040;NGS;5.9000000000;20;0.1000000000;;;0.0000000000;0.0000000000;5.9000000000;
10.01.3500;Cable usb 2.0 OTG MICRO B/M-A/H Negro 15 cm;AAOATI0262;8433281006386;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;60004;NANOCABLE;1.0500000000;48;0.0200000000;;;0.0000000000;0.0000000000;1.0500000000;
EW1203;EWENT EW1203 Cargador Coche 2 puertos USB2;AAOATI0300;8716065283808;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04193;Ewent;2.9900000000;19;0.0470000000;24/01/2018;;0.0000000000;0.0000000000;2.9900000000;
EW1206;EMINENT-EWENT EW1206 Cargador Coche + Casa 2.1A;AAOATI0320;8032958184718;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04193;Ewent;6.4500000000;5;0.1100000000;;;0.0000000000;0.0000000000;6.4500000000;
LL-AT-8;L-Link Cargador de casa para Tablets 5v-2A;AAOATI0344;8436531365196;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04177;L-Link;4.6900000000;27;0.0750000000;;;0.0000000000;0.0000000000;4.6900000000;
APPC05;approx APPC05 Cable Usb/30 pines para Samsung Tab;AAOATI0381;8435099513810;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;01360;approx!;3.8900000000;16;0.0300000000;;;0.0000000000;0.0000000000;3.8900000000;
APPC06;approx APPC06 Adaptador USB/30 Pines para Samsung;AAOATI0383;8435099513834;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;01360;approx!;2.0500000000;36;0.0450000000;;;0.0000000000;0.0000000000;2.0500000000;
LL-1170;L-LINK Cargador Dual para coche Salida 5v 1A;AAOATI0410;4713621226099;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04177;L-Link;2.7500000000;4;0.0150000000;;Ultimas unidades;0.0000000000;0.0000000000;2.7500000000;
LL-AT-12;L-Link Funda para Tablet 10 teclado+lapiz tactil;AAOATI0419;8436531365523;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04177;L-Link;8.7500000000;26;0.6000000000;;;0.0000000000;0.0000000000;8.7500000000;
APPC03V2;approx APPC03V2 Cable de datos/carga LIGHTNING/USB;AAOATI0493;8435099514909;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;01360;approx!;2.9500000000;100;0.0500000000;;;0.0000000000;0.0000000000;2.9500000000;
OUAMCBL;OMEGA Cable plano microUSB-USB 2.0 tablet 1M Azul;AAOATI0519;5907595418577;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04162;Omega;0.9900000000;27;0.0250000000;;;0.0000000000;0.0000000000;0.9900000000;
OUAMCG;OMEGA Cable plano microUSB-USB 2.0 tablet 1M Verde;AAOATI0520;5907595418584;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04162;Omega;0.9900000000;11;0.0800000000;;;0.0000000000;0.0000000000;0.9900000000;
OUAMCR;OMEGA Cable plano microUSB-USB 2.0 tablet 1M Rojo;AAOATI0521;5907595418607;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04162;Omega;1.0500000000;23;0.0250000000;;;0.0000000000;0.0000000000;1.0500000000;
OUIPLB;OMEGA Cable Lightning plano USB iphone/ipad mini;AAOATI0523;5907595418621;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04162;Omega;2.5000000000;0;0.0250000000;31/12/2019;;0.0000000000;0.0000000000;2.5000000000;
83244;DELOCK Cable MHL macho-High Speed HDMI macho 2mt;AAOATI0526;4043619832446;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;60108;DELOCK;3.5500000000;3;0.0800000000;26/01/2018;;0.0000000000;0.0000000000;3.5500000000;
LL-AM-104;L-Link Cargador para Tablets 5v-2A;AAOATI0528;8436531365752;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04177;L-Link;8.6400000000;11;0.1800000000;;;0.0000000000;0.0000000000;8.6400000000;
LL-AT-14;L-link Soporte Universal para coche Tablet 10.1;AAOATI0531;8436531365691;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04177;L-Link;4.4500000000;12;0.2750000000;;;0.0000000000;0.0000000000;4.4500000000;
398928;Energy Sistem Funda Universal Tablet 9.7 Azul Navy;AAOATI0557;8432426398928;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;01450;Energy Sistem;6.3200000000;4;0.3600000000;;;0.0000000000;0.0000000000;6.3200000000;
PSIA-OTG-AFBM-001;iggual Cable USB 2.0 OTG Micro B/M - A/H 15 cm Neg;AAOATI0578;8435364301586;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;60001;iggual;1.0500000000;0;0.0155000000;20/01/2018;;0.0000000000;0.0000000000;1.0500000000;
EW1217;EWENT EW1217 Cargador 4 PUERTOS USB;AAOATI0604;8056045871138;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04193;Ewent;7.1500000000;0;0.1500000000;31/12/2019;;0.0000000000;0.0000000000;7.1500000000;
TAXUT019;Tech Air TAXUT019 Funda 10.1 Reversible Negro/Gris;AAOATI0626;5060369670653;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;04030;Tech Air;10.6000000000;8;0.2000000000;;;0.0000000000;0.0000000000;10.6000000000;
399819;Energy PowerBank 5000 mAh 5V1A 2 salidas USB Negro;AAOATI0630;8432426399819;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;01450;Energy Sistem;15.5600000000;1;0.1240000000;;Ultimas unidades;0.0000000000;0.0000000000;15.5600000000;
420490;Energy Funda para Tablet NEO 7 atril Negra;AAOATI0635;8432426420490;AO;Accesorios Portátil;ATI;Accesorios Tablet e iPad;01450;Energy Sistem;9.0000000000;4;0.1250000000;;;0.0000000000;0.0000000000;9.0000000000;
