"REFFABRICANTE";"TITULO";"CODIGOINTERNO";"EAN/UPC";"CODFAMILIA";"TITULOFAMILIA";"CODSUBFAMILIA";"TITULOSUBFAMILIA";"CODFABRICANTE";"NOMFABRICANTE";PRECIO;"STOCK";PESO;"PROXIMA_LLEGADA";"CICLOVIDA";"PLAZOENTREGA"
"XONE115384";"X-One Card Cover Alcatel Pixi 3 4""/ Orange Rise /";"AATFYC0829";"8435484115384";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;19;0,1000000000;"";"Novedad";"0,0000000000"
"XONE115537";"X-One TPU X-Line Huawei P8 Negro";"AATFYC0830";"8435484115537";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;21;0,1000000000;"";"Novedad";"0,0000000000"
"XONE115544";"X-One TPU X-Line Huawei P8 Azul";"AATFYC0831";"8435484115544";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;21;0,1000000000;"";"Novedad";"0,0000000000"
"XONE115568";"X-One TPU X-Line Sony M4 Aqua Azul";"AATFYC0832";"8435484115568";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;12;0,1000000000;"";"Novedad";"0,0000000000"
"XONE115711";"X-One Carcasa Aluminio iPhone 5 / SE Negro";"AATFYC0833";"8435484115711";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";4,10;21;0,1000000000;"";"Novedad";"0,0000000000"
"XONE116176";"X-One Card Cover ZTE Blade L3 Rosa";"AATFYC0834";"8435484116176";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;10;0,1000000000;"";"Novedad";"0,0000000000"
"XONE116206";"X-One TPU X-Line Huawei P8 Rosa";"AATFYC0835";"8435484116206";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;6;0,1000000000;"";"Novedad";"0,0000000000"
"XONE116428";"X-One Card Cover BQ M5 Azul";"AATFYC0836";"8435484116428";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;18;0,1000000000;"";"Novedad";"0,0000000000"
"XONE116589";"X-One TPU X-Line ZTE Blade L3 Rosa";"AATFYC0837";"8435484116589";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;10;0,1000000000;"";"Novedad";"0,0000000000"
"XONE117005";"X-One TPU X-Line Huawei Y635 Rosa";"AATFYC0838";"8435484117005";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;13;0,1000000000;"";"Novedad";"0,0000000000"
"XONE117111";"X-One TPU X-Line BQ M5 Azul";"AATFYC0839";"8435484117111";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;12;0,1000000000;"";"Novedad";"0,0000000000"
"XONE117128";"X-One TPU X-Line BQ M5 Negro";"AATFYC0840";"8435484117128";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;12;0,1000000000;"";"Novedad";"0,0000000000"
"XONE117302";"X-One TPU X-Line Samsung J5 Rosa";"AATFYC0841";"8435484117302";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;14;0,1000000000;"";"Novedad";"0,0000000000"
"XONE117357";"X-One TPU X-Line BQ M4.5 Azul";"AATFYC0842";"8435484117357";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;12;0,1000000000;"";"Novedad";"0,0000000000"
"XONE117494";"X-One Card Cover BQ M4.5 Azul";"AATFYC0843";"8435484117494";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;6;0,1000000000;"";"Novedad";"0,0000000000"
"XONE118064";"X-One TPU X-LineSamsung Galaxy S6 Edge Plus Negro";"AATFYC0844";"8435484118064";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;11;0,1000000000;"";"Novedad";"0,0000000000"
"XONE118316";"X-One Card Win Huawei G8 Azul";"AATFYC0845";"8435484118316";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;12;0,1000000000;"";"Novedad";"0,0000000000"
"XONE118323";"X-One Card Win Huawei G8 Rosa";"AATFYC0846";"8435484118323";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;14;0,1000000000;"";"Novedad";"0,0000000000"
"XONE118330";"X-One Card Win Sony M5 Negro";"AATFYC0847";"8435484118330";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;19;0,1000000000;"";"Novedad";"0,0000000000"
"XONE118354";"X-One Card Win Sony M5 Azul";"AATFYC0848";"8435484118354";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;8;0,1000000000;"";"Novedad";"0,0000000000"
"XONE118439";"X-One TPU X-Line Huawei G8 Rosa";"AATFYC0849";"8435484118439";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;19;0,1000000000;"";"Novedad";"0,0000000000"
"XONE118446";"X-One TPU X-Line Huawei G8 Azul";"AATFYC0850";"8435484118446";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;8;0,1000000000;"";"Novedad";"0,0000000000"
"XONE118729";"X-One Card Win Wiko Lenny 2 Negro";"AATFYC0851";"8435484118729";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;15;0,1000000000;"";"Novedad";"0,0000000000"
"XONE119214";"X-One Carcasa Leather iPhone 5/5S / SE Verde";"AATFYC0852";"8435484119214";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";3,38;1;0,1000000000;"";"Novedad";"0,0000000000"
"XONE119733";"X-One Card Win Huawei Y6 Negro";"AATFYC0853";"8435484119733";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;9;0,1000000000;"";"Novedad";"0,0000000000"
"XONE119757";"X-One Card Win Huawei Y6 Azul";"AATFYC0854";"8435484119757";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;12;0,1000000000;"";"Novedad";"0,0000000000"
"XONE119771";"X-One Card Dibujo Macarons Huawei Y6";"AATFYC0855";"8435484119771";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;3;0,1000000000;"";"Novedad";"0,0000000000"
"XONE119870";"X-One Card Win Alcatel Pop 3 5"" Negro";"AATFYC0856";"8435484119870";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,72;20;0,1000000000;"";"Novedad";"0,0000000000"
"XONE119924";"X-One TPU X-Line Alcatel Pop 3 5"" Azul";"AATFYC0857";"8435484119924";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;0;0,1000000000;"";"Proximamente";"0,0000000000"
"XONE120005";"X-One TPU Dibujo Samsung Grand Prime Woman";"AATFYC0858";"8435484120005";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,03;10;0,1000000000;"";"Novedad";"0,0000000000"
"XONE121200";"X-One TPU Dibujo 3D BQ E5 4G Raya";"AATFYC0859";"8435484121200";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,71;10;0,1000000000;"";"Novedad";"0,0000000000"
"XONE121552";"X-One Carcasa Aluminio Samsung J5 Plata";"AATFYC0860";"8435484121552";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";4,10;18;0,1000000000;"";"Novedad";"0,0000000000"
"XONE121569";"X-One Carcasa Aluminio Samsung J5 Dorado";"AATFYC0861";"8435484121569";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";4,10;21;0,1000000000;"";"Novedad";"0,0000000000"
"XONE121590";"X-One Carcasa Aluminio iPhone 6 Plus Azul";"AATFYC0862";"8435484121590";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";4,10;13;0,1000000000;"";"Novedad";"0,0000000000"
"XONE121699";"X-One Carcasa Aluminio Samsung S6 Edge Plus Plata";"AATFYC0863";"8435484121699";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";4,10;20;0,1000000000;"";"Novedad";"0,0000000000"
"XONE121729";"X-One Carcasa Leather Samsung S6 Edge Celeste";"AATFYC0864";"8435484121729";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";3,38;19;0,1000000000;"";"Novedad";"0,0000000000"
"XONE121743";"X-One Carcasa Leather iPhone 5/5S / SE Celeste";"AATFYC0865";"8435484121743";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";3,38;1;0,1000000000;"";"Novedad";"0,0000000000"
"XONE121910";"X-One TPU X-Line  BQ Aquaris X5 Negro";"AATFYC0866";"8435484121910";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,04;8;0,1000000000;"";"Novedad";"0,0000000000"
"XONE121927";"X-One TPU X-Line  BQ Aquaris X5 Rosa";"AATFYC0867";"8435484121927";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,04;11;0,1000000000;"";"Novedad";"0,0000000000"
"XONE121941";"X-One TPU X-Line  BQ Aquaris X5 Azul";"AATFYC0868";"8435484121941";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;9;0,1000000000;"";"Novedad";"0,0000000000"
"XONE121972";"X-One TPU X-Line  BQ Aquaris X5 Transparente";"AATFYC0869";"8435484121972";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,04;8;0,1000000000;"";"Novedad";"0,0000000000"
"XONE122023";"X-One TPU Fino Samsung J5 Transparente";"AATFYC0870";"8435484122023";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;18;0,1000000000;"";"Novedad";"0,0000000000"
"XONE122030";"X-One TPU X-Line Huawei Y6 Negro";"AATFYC0871";"8435484122030";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;12;0,1000000000;"";"Novedad";"0,0000000000"
"XONE122085";"X-One TPU Fino Sony Z3 Transparente";"AATFYC0872";"8435484122085";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,35;11;0,1000000000;"";"Novedad";"0,0000000000"
"XONE122122";"X-One TPU X-Line Sony Xperia Z5 Transparente";"AATFYC0873";"8435484122122";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;18;0,1000000000;"";"Novedad";"0,0000000000"
"XONE122276";"X-One TPU X-Line Huawei P8 Transparente";"AATFYC0874";"8435484122276";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,04;0;0,1000000000;"";"Proximamente";"0,0000000000"
"XONE122450";"X-One TPU X-Line Huawei G8 Transparente";"AATFYC0875";"8435484122450";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,04;0;0,1000000000;"";"Proximamente";"0,0000000000"
"XONE122733";"X-One TPU X-Line Huawei G Play Mini Azul";"AATFYC0876";"8435484122733";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;8;0,1000000000;"";"Novedad";"0,0000000000"
"XONE122740";"X-One TPU Fino Samsung A5 Transparente";"AATFYC0877";"8435484122740";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,35;18;0,1000000000;"";"Novedad";"0,0000000000"
"XONE122863";"X-One TPU Dibujo 3D BQ E5 4G Cascos";"AATFYC0878";"8435484122863";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,71;0;0,1000000000;"";"Proximamente";"0,0000000000"
"XONE122887";"X-One TPU Dibujo 3D BQ E5 4G Leon";"AATFYC0879";"8435484122887";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,71;4;0,1000000000;"";"Novedad";"0,0000000000"
"XONE123365";"X-One Carcasa Leather Samsung S6 Edge Plus Verde";"AATFYC0880";"8435484123365";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";3,38;7;0,1000000000;"";"Novedad";"0,0000000000"
"XONE123549";"X-One Card Win Wiko Jam Negro";"AATFYC0881";"8435484123549";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,72;15;0,1000000000;"";"Novedad";"0,0000000000"
"XONE123563";"X-One Card Win Wiko Jam Azul";"AATFYC0882";"8435484123563";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;7;0,1000000000;"";"Novedad";"0,0000000000"
"XONE123662";"X-One TPU X-Line Wiko Pulp Rosa";"AATFYC0883";"8435484123662";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;15;0,1000000000;"";"Novedad";"0,0000000000"
"XONE123679";"X-One TPU X-Line Wiko Pulp Azul";"AATFYC0884";"8435484123679";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;11;0,1000000000;"";"Novedad";"0,0000000000"
"XONE123686";"X-One TPU X-Line Wiko Pulp Verde";"AATFYC0885";"8435484123686";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;12;0,1000000000;"";"Novedad";"0,0000000000"
"XONE123747";"X-One TPU X-Line Wiko Jam Negro";"AATFYC0886";"8435484123747";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;15;0,1000000000;"";"Novedad";"0,0000000000"
"XONE123785";"X-One TPU X-Line Wiko Fever Negro";"AATFYC0887";"8435484123785";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,04;17;0,1000000000;"";"Novedad";"0,0000000000"
"XONE124171";"X-One TPU X-Line Alcatel Pop 3 5"" Transparente";"AATFYC0888";"8435484124171";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;9;0,1000000000;"";"Novedad";"0,0000000000"
"XONE124324";"X-One Card Win Wiko Pulp Rosa";"AATFYC0889";"8435484124324";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;17;0,1000000000;"";"Novedad";"0,0000000000"
"XONE124843";"X-One Card Win BQ Aquaris X5 Azul";"AATFYC0890";"8435484124843";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;11;0,1000000000;"";"Novedad";"0,0000000000"
"XONE125208";"X-One TPU Frase BQ M5 Hoy";"AATFYC0891";"8435484125208";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,71;14;0,1000000000;"";"Novedad";"0,0000000000"
"XONE125215";"X-One TPU Frase BQ M5 Ahora";"AATFYC0892";"8435484125215";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,71;5;0,1000000000;"";"Novedad";"0,0000000000"
"XONE125611";"X-One Card Win iPhone 4 Negro";"AATFYC0893";"8435484125611";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;14;0,1000000000;"";"Novedad";"0,0000000000"
"XONE125635";"X-One Bumper iPhone 5C Blanco";"AATFYC0894";"8435484125635";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,70;9;0,1000000000;"";"Novedad";"0,0000000000"
"XONE125642";"X-One TPU Fino LG G4 Mini Transparente";"AATFYC0895";"8435484125642";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,35;4;0,1000000000;"";"Novedad";"0,0000000000"
"XONE125680";"X-One TPU X-Line Huawei Y5 Rosa";"AATFYC0896";"8435484125680";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;13;0,1000000000;"";"Novedad";"0,0000000000"
"XONE125840";"X-One TPU X-Line Samsung A5 2016 Rosa";"AATFYC0897";"8435484125840";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;21;0,1000000000;"";"Novedad";"0,0000000000"
"XONE125864";"X-One Card Win Samsung A5 2016 Rojo";"AATFYC0898";"8435484125864";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;1;0,1000000000;"";"Novedad";"0,0000000000"
"XONE125895";"X-One Card Win Samsung A5 2016 Rosa";"AATFYC0899";"8435484125895";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;13;0,1000000000;"";"Novedad";"0,0000000000"
"XONE126267";"X-One Card Win Samsung J3 2016 Negro";"AATFYC0900";"8435484126267";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,49;11;0,1000000000;"";"Novedad";"0,0000000000"
"XONE126274";"X-One TPU X-Line Samsung J3 2016 Azul";"AATFYC0901";"8435484126274";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,04;5;0,1000000000;"";"Novedad";"0,0000000000"
"XONE126281";"X-One TPU X-Line Samsung J3 2016 Negro";"AATFYC0902";"8435484126281";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,04;20;0,1000000000;"";"Novedad";"0,0000000000"
"XONE126328";"X-One TPU X-Line Samsung A3 2016 Azul";"AATFYC0903";"8435484126328";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;9;0,1000000000;"";"Novedad";"0,0000000000"
"XONE126809";"X-One Funda Piel Cinturón Universal 4.8"" Negro";"AATFYC0904";"8435484126809";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,89;0;0,1000000000;"";"Proximamente";"0,0000000000"
"XONE126816";"X-One Funda Piel Cinturón Universal 5.5"" Negro";"AATFYC0905";"8435484126816";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,90;19;0,1000000000;"";"Novedad";"0,0000000000"
"XONE126946";"X-One Card Win Samsung A3 2016 Azul";"AATFYC0906";"8435484126946";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;13;0,1000000000;"";"Novedad";"0,0000000000"
"XONE126953";"X-One Card Win Huawei Y5 Negro";"AATFYC0907";"8435484126953";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,72;17;0,1000000000;"";"Novedad";"0,0000000000"
"XONE127080";"X-One Card Win Samsung A3 2016 Blanco";"AATFYC0908";"8435484127080";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;11;0,1000000000;"";"Novedad";"0,0000000000"
"XONE127097";"X-One TPU X-Line Samsung A5 2016 Morado";"AATFYC0909";"8435484127097";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;3;0,1000000000;"";"Novedad";"0,0000000000"
"XONE127417";"X-One TPU X-Line Samsung S7 Negro";"AATFYC0910";"8435484127417";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;8;0,1000000000;"";"Novedad";"0,0000000000"
"XONE127431";"X-One TPU X-Line Samsung S7 Azul";"AATFYC0911";"8435484127431";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;16;0,1000000000;"";"Novedad";"0,0000000000"
"XONE127516";"X-One Card Win Samsung S7 Edge Azul";"AATFYC0912";"8435484127516";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;17;0,1000000000;"";"Novedad";"0,0000000000"
"XONE127691";"X-One TPU Crystal Samsung S7 Edge Gris";"AATFYC0913";"8435484127691";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,25;21;0,1000000000;"";"Novedad";"0,0000000000"
"XONE127752";"X-One TPU X-Line Samsung J3 2016 Transparente";"AATFYC0914";"8435484127752";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,04;0;0,1000000000;"";"Proximamente";"0,0000000000"
"XONE127837";"X-One TPU X-Line Samsung J7 2016 Rosa";"AATFYC0915";"8435484127837";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;15;0,1000000000;"";"Novedad";"0,0000000000"
"XONE127882";"X-One TPU X-Line Samsung J7 2016 Negro";"AATFYC0916";"8435484127882";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,04;28;0,1000000000;"";"Novedad";"0,0000000000"
"XONE128330";"X-One Card Cover Samsung Grand Prime Azul";"AATFYC0917";"";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;0;0,1000000000;"";"Proximamente";"0,0000000000"
"XONE128858";"X-One TPU Frase Samsung J1 2016 Gazpacho";"AATFYC0918";"8435484128858";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,03;0;0,1000000000;"";"Proximamente";"0,0000000000"
"XONE128940";"X-One TPU Frase LG K10 Gazpacho";"AATFYC0919";"8435484128940";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,03;2;0,1000000000;"";"Novedad";"0,0000000000"
"XONE128964";"X-One TPU Frase LG K10 Colada";"AATFYC0920";"8435484128964";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,03;3;0,1000000000;"";"Novedad";"0,0000000000"
"XONE128988";"X-One TPU Frase LG K10 Cena";"AATFYC0921";"8435484128988";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,03;2;0,1000000000;"";"Novedad";"0,0000000000"
"XONE128995";"X-One Card Dibujo Samsung J1 2016 Perfect";"AATFYC0922";"8435484128995";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;6;0,1000000000;"";"Novedad";"0,0000000000"
"XONE129015";"X-One Card Dibujo Samsung J1 2016 Globo";"AATFYC0923";"8435484129015";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;10;0,1000000000;"";"Novedad";"0,0000000000"
"XONE129022";"X-One Card Dibujo Samsung S7 Istanbul";"AATFYC0924";"8435484129022";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;12;0,1000000000;"";"Novedad";"0,0000000000"
"XONE132664";"X-One TPU Dibujo Huawei P9 Velas";"AATFYC0925";"8435484132664";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,71;15;0,1000000000;"";"Novedad";"0,0000000000"
"XONE132671";"X-One TPU Dibujo Huawei P9 Cafe";"AATFYC0926";"8435484132671";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,71;13;0,1000000000;"";"Novedad";"0,0000000000"
"XONE132688";"X-One TPU Dibujo Huawei P9 Vaca";"AATFYC0927";"8435484132688";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,71;12;0,1000000000;"";"Novedad";"0,0000000000"
"XONE129039";"X-One Card Dibujo Samsung S7 Dreams";"AATFYC0928";"8435484129039";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;10;0,1000000000;"";"Novedad";"0,0000000000"
"XONE129053";"X-One TPU X-Line Samsung J1 2016 Rosa";"AATFYC0929";"8435484129053";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;10;0,1000000000;"";"Novedad";"0,0000000000"
"XONE129060";"X-One TPU X-Line Samsung J1 2016 Azul";"AATFYC0930";"8435484129060";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;15;0,1000000000;"";"Novedad";"0,0000000000"
"XONE129091";"X-One Card Win Samsung J1 2016 Rosa";"AATFYC0931";"8435484129091";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;8;0,1000000000;"";"Novedad";"0,0000000000"
"XONE129138";"X-One TPU X-Line Samsung J1 2016 Morado";"AATFYC0932";"8435484129138";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";1,08;12;0,1000000000;"";"Novedad";"0,0000000000"
"XONE129169";"X-One Card Win LG K10 Rosa";"AATFYC0933";"8435484129169";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,07;24;0,1000000000;"";"Novedad";"0,0000000000"
"XONE129190";"X-One TPU X-Line LG K10 Negro";"AATFYC0934";"8435484129190";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,04;24;0,1000000000;"";"Novedad";"0,0000000000"
"XONE129916";"X-One TPU Frase Samsung S7 Miliki";"AATFYC0935";"8435484129916";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,03;3;0,1000000000;"";"Novedad";"0,0000000000"
"XONE129954";"X-One TPU Frase Samsung S7 Sueños";"AATFYC0936";"8435484129954";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,03;10;0,1000000000;"";"Novedad";"0,0000000000"
"XONE130011";"X-One TPU Frase Samsung J7 2016 Viernes";"AATFYC0937";"8435484130011";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas";"60173";"X-ONE";2,03;13;0,1000000000;"";"Novedad";"0,0000000000"
